objective_1,objective_2,__wall_time_min__
63.815704345703125,-1.9729773998260498,464.64214391311015
-0.7932660579681396,-0.12700724601745605,464.64214391311015
51.9411506652832,-1.5713856220245361,464.64214391311015
113.02498626708984,-3.58503794670105,464.64214391311015
86.92964172363281,-2.6621012687683105,464.64214391311015
3.2244277000427246,-0.42025765776634216,464.64214391311015
0.6861613392829895,-0.20792686939239502,464.64214391311015
107.7598648071289,-3.237539768218994,464.64214391311015
5.2499189376831055,-0.689967691898346,464.64214391311015
36.48408889770508,-1.3333779573440552,464.64214391311015
36.22450637817383,-1.0900328159332275,464.64214391311015
87.0501708984375,-3.1030030250549316,464.64214391311015
18.319461822509766,-0.7219544649124146,464.64214391311015
28.789514541625977,-1.0076707601547241,464.64214391311015
110.25537109375,-3.2603886127471924,464.64214391311015
5.86588191986084,-0.6971666216850281,464.64214391311015
93.65434265136719,-3.1976406574249268,464.64214391311015
4.242743492126465,-0.49374499917030334,464.64214391311015
126.37648010253906,-4.241963863372803,464.64214391311015
1.8355920314788818,-0.3557613790035248,464.64214391311015
